NAME,Rarity Sum
Pet Bricks #1664,24.480000000000004
Pet Bricks #40,24.5
Pet Bricks #1839,24.5
Pet Bricks #2398,24.5
Pet Bricks #1221,24.500000000000004
Pet Bricks #2006,24.52
Pet Bricks #2303,24.52
Pet Bricks #2589,24.52
Pet Bricks #2888,24.52
Pet Bricks #3676,24.520000000000003
Pet Bricks #2677,24.539999999999996
Pet Bricks #1885,24.54
Pet Bricks #3049,24.54
Pet Bricks #3460,24.54
Pet Bricks #3661,24.54
Pet Bricks #2476,24.559999999999995
Pet Bricks #1156,24.56
Pet Bricks #2184,24.56
Pet Bricks #3231,24.56
Pet Bricks #702,24.560000000000002
Pet Bricks #2029,24.560000000000002
Pet Bricks #4646,24.560000000000002
Pet Bricks #4736,24.560000000000002
Pet Bricks #4760,24.560000000000002
Pet Bricks #4786,24.560000000000002
Pet Bricks #1925,24.58
Pet Bricks #2467,24.58
Pet Bricks #2565,24.58
Pet Bricks #1506,24.599999999999998
Pet Bricks #861,24.6
Pet Bricks #1584,24.6
Pet Bricks #1687,24.6
Pet Bricks #3619,24.6
Pet Bricks #4719,24.6
Pet Bricks #4532,24.62
Pet Bricks #3464,24.64
Pet Bricks #4195,24.659999999999997
Pet Bricks #613,24.66
Pet Bricks #2784,24.66
Pet Bricks #3843,24.66
Pet Bricks #2266,24.68
Pet Bricks #2422,24.699999999999996
Pet Bricks #1658,24.7
Pet Bricks #1766,24.7
Pet Bricks #3638,24.7
Pet Bricks #463,24.72
Pet Bricks #3404,24.72
Pet Bricks #4568,24.72
Pet Bricks #577,24.720000000000002
Pet Bricks #1202,24.74
Pet Bricks #572,24.740000000000002
Pet Bricks #893,24.740000000000002
Pet Bricks #1105,24.740000000000002
Pet Bricks #1735,24.740000000000002
Pet Bricks #2489,24.740000000000002
Pet Bricks #3197,24.740000000000002
Pet Bricks #3645,24.740000000000002
Pet Bricks #1634,24.759999999999998
Pet Bricks #3851,24.759999999999998
Pet Bricks #2264,24.76
Pet Bricks #3106,24.76
Pet Bricks #226,24.78
Pet Bricks #356,24.78
Pet Bricks #653,24.8
Pet Bricks #3050,24.8
Pet Bricks #3431,24.8
Pet Bricks #3518,24.8
Pet Bricks #4431,24.8
Pet Bricks #967,24.82
Pet Bricks #1003,24.82
Pet Bricks #1342,24.82
Pet Bricks #1655,24.82
Pet Bricks #2160,24.82
Pet Bricks #3152,24.82
Pet Bricks #4625,24.82
Pet Bricks #1595,24.820000000000004
Pet Bricks #1113,24.84
Pet Bricks #2218,24.84
Pet Bricks #3255,24.84
Pet Bricks #3499,24.84
Pet Bricks #4354,24.84
Pet Bricks #2338,24.840000000000003
Pet Bricks #4406,24.840000000000003
Pet Bricks #74,24.86
Pet Bricks #1806,24.86
Pet Bricks #2335,24.86
Pet Bricks #3233,24.86
Pet Bricks #3805,24.86
Pet Bricks #3130,24.860000000000003
Pet Bricks #365,24.88
Pet Bricks #1614,24.88
Pet Bricks #2411,24.88
Pet Bricks #4146,24.88
Pet Bricks #2340,24.880000000000003
Pet Bricks #3757,24.9
Pet Bricks #867,24.900000000000002
Pet Bricks #4349,24.900000000000002
Pet Bricks #3512,24.92
Pet Bricks #1267,24.940000000000005
Pet Bricks #1027,24.96
Pet Bricks #3095,24.96
Pet Bricks #3221,24.96
Pet Bricks #289,24.960000000000004
Pet Bricks #3427,24.979999999999997
Pet Bricks #3973,24.979999999999997
Pet Bricks #290,24.98
Pet Bricks #1359,24.98
Pet Bricks #2178,24.98
Pet Bricks #4856,24.98
Pet Bricks #630,25
Pet Bricks #2387,25
Pet Bricks #2403,25
Pet Bricks #2666,25
Pet Bricks #3076,25
Pet Bricks #3468,25
Pet Bricks #3618,25
Pet Bricks #4017,25
Pet Bricks #4175,25
Pet Bricks #4610,25
Pet Bricks #4769,25
Pet Bricks #4450,25.019999999999996
Pet Bricks #177,25.02
Pet Bricks #2394,25.02
Pet Bricks #347,25.04
Pet Bricks #810,25.04
Pet Bricks #1032,25.04
Pet Bricks #1858,25.040000000000003
Pet Bricks #1668,25.06
Pet Bricks #1353,25.060000000000002
Pet Bricks #1533,25.060000000000002
Pet Bricks #2943,25.060000000000002
Pet Bricks #4513,25.060000000000002
Pet Bricks #1279,25.08
Pet Bricks #1444,25.08
Pet Bricks #1567,25.08
Pet Bricks #2140,25.08
Pet Bricks #3635,25.08
Pet Bricks #3615,25.080000000000002
Pet Bricks #617,25.099999999999998
Pet Bricks #837,25.1
Pet Bricks #1529,25.1
Pet Bricks #4266,25.119999999999997
Pet Bricks #4922,25.119999999999997
Pet Bricks #2954,25.12
Pet Bricks #3865,25.12
Pet Bricks #4479,25.12
Pet Bricks #4602,25.12
Pet Bricks #2756,25.139999999999997
Pet Bricks #1822,25.14
Pet Bricks #586,25.159999999999997
Pet Bricks #587,25.16
Pet Bricks #1410,25.16
Pet Bricks #3122,25.16
Pet Bricks #3326,25.16
Pet Bricks #4733,25.160000000000004
Pet Bricks #4323,25.179999999999996
Pet Bricks #353,25.18
Pet Bricks #2330,25.18
Pet Bricks #3651,25.18
Pet Bricks #3799,25.18
Pet Bricks #4321,25.18
Pet Bricks #4684,25.18
Pet Bricks #1122,25.180000000000003
Pet Bricks #1330,25.2
Pet Bricks #3740,25.2
Pet Bricks #4396,25.2
Pet Bricks #70,25.200000000000003
Pet Bricks #3997,25.200000000000003
Pet Bricks #3299,25.219999999999995
Pet Bricks #129,25.22
Pet Bricks #160,25.22
Pet Bricks #196,25.22
Pet Bricks #1047,25.22
Pet Bricks #4240,25.22
Pet Bricks #2536,25.220000000000002
Pet Bricks #3364,25.24
Pet Bricks #2068,25.240000000000002
Pet Bricks #3196,25.240000000000002
Pet Bricks #1400,25.259999999999998
Pet Bricks #2789,25.259999999999998
Pet Bricks #4787,25.259999999999998
Pet Bricks #2671,25.26
Pet Bricks #2425,25.280000000000005
Pet Bricks #1327,25.3
Pet Bricks #4007,25.3
Pet Bricks #2987,25.300000000000004
Pet Bricks #2840,25.319999999999997
Pet Bricks #443,25.32
Pet Bricks #654,25.32
Pet Bricks #948,25.34
Pet Bricks #1468,25.34
Pet Bricks #4556,25.34
Pet Bricks #714,25.340000000000003
Pet Bricks #229,25.36
Pet Bricks #1663,25.36
Pet Bricks #2060,25.36
Pet Bricks #4772,25.36
Pet Bricks #555,25.38
Pet Bricks #1371,25.38
Pet Bricks #1524,25.38
Pet Bricks #1935,25.38
Pet Bricks #4045,25.38
Pet Bricks #4112,25.38
Pet Bricks #1165,25.380000000000003
Pet Bricks #2117,25.380000000000003
Pet Bricks #4662,25.380000000000003
Pet Bricks #3391,25.4
Pet Bricks #3620,25.4
Pet Bricks #3885,25.4
Pet Bricks #1362,25.400000000000002
Pet Bricks #4111,25.400000000000002
Pet Bricks #1694,25.42
Pet Bricks #2794,25.42
Pet Bricks #3779,25.42
Pet Bricks #140,25.439999999999998
Pet Bricks #870,25.439999999999998
Pet Bricks #1492,25.439999999999998
Pet Bricks #3169,25.439999999999998
Pet Bricks #382,25.44
Pet Bricks #4134,25.44
Pet Bricks #364,25.46
Pet Bricks #1142,25.46
Pet Bricks #4054,25.46
Pet Bricks #4273,25.46
Pet Bricks #4537,25.46
Pet Bricks #1275,25.460000000000004
Pet Bricks #3687,25.479999999999997
Pet Bricks #4923,25.479999999999997
Pet Bricks #1029,25.48
Pet Bricks #1443,25.48
Pet Bricks #1962,25.48
Pet Bricks #2676,25.480000000000004
Pet Bricks #4184,25.499999999999996
Pet Bricks #4419,25.499999999999996
Pet Bricks #4492,25.499999999999996
Pet Bricks #1562,25.5
Pet Bricks #3696,25.5
Pet Bricks #4960,25.500000000000004
Pet Bricks #20,25.519999999999996
Pet Bricks #1045,25.52
Pet Bricks #1401,25.52
Pet Bricks #4624,25.52
Pet Bricks #337,25.54
Pet Bricks #536,25.54
Pet Bricks #1419,25.54
Pet Bricks #2665,25.54
Pet Bricks #3043,25.54
Pet Bricks #3459,25.54
Pet Bricks #1011,25.540000000000003
Pet Bricks #2316,25.540000000000003
Pet Bricks #4875,25.56
Pet Bricks #2770,25.560000000000002
Pet Bricks #4455,25.560000000000002
Pet Bricks #1912,25.58
Pet Bricks #3410,25.58
Pet Bricks #1681,25.580000000000002
Pet Bricks #1917,25.580000000000002
Pet Bricks #2306,25.580000000000002
Pet Bricks #4379,25.580000000000002
Pet Bricks #4910,25.580000000000002
Pet Bricks #2781,25.599999999999998
Pet Bricks #3639,25.599999999999998
Pet Bricks #258,25.6
Pet Bricks #1265,25.6
Pet Bricks #3010,25.6
Pet Bricks #3058,25.6
Pet Bricks #2147,25.619999999999997
Pet Bricks #361,25.62
Pet Bricks #554,25.62
Pet Bricks #2754,25.62
Pet Bricks #3679,25.62
Pet Bricks #4239,25.62
Pet Bricks #4680,25.62
Pet Bricks #899,25.620000000000005
Pet Bricks #589,25.64
Pet Bricks #4345,25.64
Pet Bricks #4925,25.64
Pet Bricks #2452,25.659999999999997
Pet Bricks #2744,25.659999999999997
Pet Bricks #1349,25.66
Pet Bricks #1630,25.66
Pet Bricks #2075,25.66
Pet Bricks #2920,25.68
Pet Bricks #4118,25.680000000000003
Pet Bricks #4497,25.680000000000003
Pet Bricks #4210,25.699999999999996
Pet Bricks #3321,25.7
Pet Bricks #4426,25.7
Pet Bricks #4797,25.7
Pet Bricks #3263,25.700000000000003
Pet Bricks #4025,25.700000000000003
Pet Bricks #4616,25.72
Pet Bricks #202,25.720000000000002
Pet Bricks #2909,25.720000000000002
Pet Bricks #4778,25.720000000000002
Pet Bricks #311,25.74
Pet Bricks #3714,25.74
Pet Bricks #1061,25.759999999999998
Pet Bricks #1711,25.759999999999998
Pet Bricks #3652,25.759999999999998
Pet Bricks #2145,25.76
Pet Bricks #3432,25.76
Pet Bricks #4665,25.76
Pet Bricks #4281,25.78
Pet Bricks #4822,25.78
Pet Bricks #2351,25.799999999999997
Pet Bricks #3724,25.799999999999997
Pet Bricks #2112,25.8
Pet Bricks #3855,25.8
Pet Bricks #4099,25.8
Pet Bricks #113,25.82
Pet Bricks #2755,25.82
Pet Bricks #3003,25.82
Pet Bricks #4673,25.82
Pet Bricks #1185,25.820000000000004
Pet Bricks #3875,25.820000000000004
Pet Bricks #4250,25.820000000000004
Pet Bricks #3587,25.839999999999996
Pet Bricks #4591,25.839999999999996
Pet Bricks #439,25.84
Pet Bricks #1111,25.84
Pet Bricks #3621,25.84
Pet Bricks #3956,25.84
Pet Bricks #378,25.840000000000003
Pet Bricks #340,25.86
Pet Bricks #747,25.86
Pet Bricks #1137,25.86
Pet Bricks #1455,25.86
Pet Bricks #1724,25.86
Pet Bricks #4009,25.88
Pet Bricks #350,25.9
Pet Bricks #1780,25.9
Pet Bricks #1970,25.9
Pet Bricks #2092,25.9
Pet Bricks #2410,25.9
Pet Bricks #3368,25.9
Pet Bricks #3610,25.9
Pet Bricks #1721,25.900000000000002
Pet Bricks #2227,25.92
Pet Bricks #3025,25.92
Pet Bricks #3363,25.92
Pet Bricks #2288,25.939999999999998
Pet Bricks #4766,25.939999999999998
Pet Bricks #116,25.94
Pet Bricks #1503,25.94
Pet Bricks #1974,25.940000000000005
Pet Bricks #3408,25.959999999999997
Pet Bricks #1139,25.96
Pet Bricks #4372,25.979999999999997
Pet Bricks #1776,25.98
Pet Bricks #2790,25.98
Pet Bricks #119,26
Pet Bricks #1500,26
Pet Bricks #3222,26
Pet Bricks #889,26.000000000000004
Pet Bricks #1013,26.000000000000004
Pet Bricks #3806,26.019999999999996
Pet Bricks #4794,26.019999999999996
Pet Bricks #26,26.02
Pet Bricks #1482,26.02
Pet Bricks #1211,26.04
Pet Bricks #3691,26.04
Pet Bricks #4075,26.04
Pet Bricks #188,26.040000000000003
Pet Bricks #1442,26.040000000000003
Pet Bricks #1466,26.040000000000003
Pet Bricks #1513,26.040000000000003
Pet Bricks #2673,26.040000000000003
Pet Bricks #3470,26.040000000000003
Pet Bricks #1117,26.06
Pet Bricks #2097,26.06
Pet Bricks #2493,26.06
Pet Bricks #1981,26.060000000000002
Pet Bricks #2880,26.060000000000002
Pet Bricks #3398,26.060000000000002
Pet Bricks #4668,26.060000000000002
Pet Bricks #775,26.08
Pet Bricks #1582,26.08
Pet Bricks #181,26.080000000000002
Pet Bricks #683,26.099999999999998
Pet Bricks #2757,26.099999999999998
Pet Bricks #4648,26.099999999999998
Pet Bricks #699,26.1
Pet Bricks #2447,26.1
Pet Bricks #2197,26.100000000000005
Pet Bricks #1949,26.119999999999997
Pet Bricks #2176,26.119999999999997
Pet Bricks #2381,26.12
Pet Bricks #3166,26.12
Pet Bricks #4057,26.12
Pet Bricks #346,26.139999999999997
Pet Bricks #1758,26.139999999999997
Pet Bricks #4759,26.14
Pet Bricks #3566,26.159999999999997
Pet Bricks #148,26.16
Pet Bricks #2274,26.160000000000004
Pet Bricks #682,26.18
Pet Bricks #2876,26.18
Pet Bricks #3899,26.18
Pet Bricks #493,26.180000000000003
Pet Bricks #974,26.180000000000003
Pet Bricks #2981,26.180000000000003
Pet Bricks #1708,26.2
Pet Bricks #3438,26.2
Pet Bricks #2110,26.200000000000003
Pet Bricks #2747,26.200000000000003
Pet Bricks #2984,26.200000000000003
Pet Bricks #3015,26.200000000000003
Pet Bricks #3554,26.200000000000003
Pet Bricks #3911,26.200000000000003
Pet Bricks #1556,26.22
Pet Bricks #720,26.220000000000002
Pet Bricks #3910,26.220000000000002
Pet Bricks #108,26.24
Pet Bricks #1622,26.240000000000002
Pet Bricks #2782,26.240000000000002
Pet Bricks #3602,26.240000000000002
Pet Bricks #4124,26.240000000000002
Pet Bricks #4560,26.240000000000002
Pet Bricks #1496,26.259999999999998
Pet Bricks #1874,26.259999999999998
Pet Bricks #2159,26.259999999999998
Pet Bricks #738,26.26
Pet Bricks #1504,26.26
Pet Bricks #3160,26.26
Pet Bricks #4053,26.26
Pet Bricks #4963,26.26
Pet Bricks #209,26.279999999999998
Pet Bricks #2736,26.279999999999998
Pet Bricks #698,26.28
Pet Bricks #1033,26.28
Pet Bricks #1815,26.28
Pet Bricks #1977,26.28
Pet Bricks #2334,26.28
Pet Bricks #2797,26.28
Pet Bricks #3360,26.28
Pet Bricks #4598,26.28
Pet Bricks #1534,26.299999999999997
Pet Bricks #1621,26.299999999999997
Pet Bricks #1998,26.299999999999997
Pet Bricks #557,26.3
Pet Bricks #2719,26.3
Pet Bricks #2967,26.3
Pet Bricks #3159,26.3
Pet Bricks #4645,26.3
Pet Bricks #2944,26.300000000000004
Pet Bricks #336,26.32
Pet Bricks #827,26.32
Pet Bricks #1218,26.32
Pet Bricks #1409,26.32
Pet Bricks #1446,26.32
Pet Bricks #2180,26.32
Pet Bricks #2587,26.32
Pet Bricks #200,26.320000000000004
Pet Bricks #2408,26.320000000000004
Pet Bricks #2929,26.320000000000004
Pet Bricks #333,26.34
Pet Bricks #3322,26.34
Pet Bricks #4871,26.34
Pet Bricks #132,26.36
Pet Bricks #2108,26.36
Pet Bricks #2501,26.360000000000003
Pet Bricks #4652,26.360000000000003
Pet Bricks #1174,26.38
Pet Bricks #1692,26.38
Pet Bricks #1879,26.38
Pet Bricks #3531,26.38
Pet Bricks #379,26.380000000000003
Pet Bricks #4352,26.380000000000003
Pet Bricks #4447,26.380000000000003
Pet Bricks #1631,26.4
Pet Bricks #2163,26.4
Pet Bricks #2534,26.4
Pet Bricks #3442,26.400000000000002
Pet Bricks #3235,26.419999999999998
Pet Bricks #4423,26.419999999999998
Pet Bricks #4681,26.419999999999998
Pet Bricks #4781,26.419999999999998
Pet Bricks #1273,26.42
Pet Bricks #3633,26.439999999999998
Pet Bricks #3809,26.44
Pet Bricks #854,26.459999999999997
Pet Bricks #1119,26.459999999999997
Pet Bricks #2028,26.459999999999997
Pet Bricks #4183,26.459999999999997
Pet Bricks #4575,26.46
Pet Bricks #1175,26.479999999999997
Pet Bricks #3027,26.479999999999997
Pet Bricks #4950,26.479999999999997
Pet Bricks #1333,26.48
Pet Bricks #3396,26.48
Pet Bricks #4,26.5
Pet Bricks #8,26.5
Pet Bricks #631,26.5
Pet Bricks #1707,26.5
Pet Bricks #2109,26.5
Pet Bricks #3828,26.5
Pet Bricks #4991,26.5
Pet Bricks #4435,26.52
Pet Bricks #131,26.520000000000003
Pet Bricks #1618,26.520000000000003
Pet Bricks #856,26.540000000000003
Pet Bricks #2468,26.540000000000003
Pet Bricks #2814,26.559999999999995
Pet Bricks #462,26.56
Pet Bricks #4986,26.56
Pet Bricks #2602,26.560000000000002
Pet Bricks #2720,26.560000000000002
Pet Bricks #2533,26.58
Pet Bricks #3569,26.58
Pet Bricks #44,26.580000000000002
Pet Bricks #788,26.580000000000002
Pet Bricks #1431,26.580000000000002
Pet Bricks #3147,26.580000000000002
Pet Bricks #4142,26.580000000000002
Pet Bricks #495,26.6
Pet Bricks #1012,26.6
Pet Bricks #1627,26.6
Pet Bricks #2186,26.6
Pet Bricks #4104,26.6
Pet Bricks #4360,26.6
Pet Bricks #321,26.619999999999997
Pet Bricks #444,26.619999999999997
Pet Bricks #2293,26.619999999999997
Pet Bricks #3790,26.619999999999997
Pet Bricks #2798,26.62
Pet Bricks #2912,26.62
Pet Bricks #3449,26.62
Pet Bricks #2008,26.620000000000005
Pet Bricks #404,26.639999999999997
Pet Bricks #4139,26.64
Pet Bricks #612,26.66
Pet Bricks #1103,26.66
Pet Bricks #2604,26.66
Pet Bricks #3246,26.66
Pet Bricks #332,26.68
Pet Bricks #3103,26.68
Pet Bricks #3288,26.68
Pet Bricks #3304,26.68
Pet Bricks #1098,26.680000000000003
Pet Bricks #2093,26.680000000000003
Pet Bricks #4463,26.699999999999996
Pet Bricks #1469,26.7
Pet Bricks #3149,26.7
Pet Bricks #1705,26.700000000000003
Pet Bricks #2019,26.700000000000003
Pet Bricks #1789,26.72
Pet Bricks #1852,26.72
Pet Bricks #4985,26.72
Pet Bricks #1733,26.720000000000002
Pet Bricks #484,26.74
Pet Bricks #1953,26.740000000000002
Pet Bricks #2600,26.740000000000002
Pet Bricks #3774,26.759999999999998
Pet Bricks #2652,26.76
Pet Bricks #4895,26.76
Pet Bricks #1653,26.779999999999998
Pet Bricks #2023,26.78
Pet Bricks #2429,26.78
Pet Bricks #3108,26.78
Pet Bricks #4932,26.78
Pet Bricks #4163,26.799999999999997
Pet Bricks #4284,26.799999999999997
Pet Bricks #3916,26.8
Pet Bricks #757,26.800000000000004
Pet Bricks #2858,26.800000000000004
Pet Bricks #1543,26.82
Pet Bricks #2257,26.82
Pet Bricks #3005,26.82
Pet Bricks #3265,26.82
Pet Bricks #3296,26.82
Pet Bricks #3325,26.82
Pet Bricks #4170,26.82
Pet Bricks #4442,26.820000000000004
Pet Bricks #255,26.84
Pet Bricks #345,26.84
Pet Bricks #3140,26.84
Pet Bricks #1490,26.840000000000003
Pet Bricks #1589,26.840000000000003
Pet Bricks #1390,26.859999999999996
Pet Bricks #818,26.86
Pet Bricks #2930,26.86
Pet Bricks #3397,26.86
Pet Bricks #503,26.860000000000003
Pet Bricks #4861,26.860000000000003
Pet Bricks #517,26.88
Pet Bricks #1106,26.88
Pet Bricks #1884,26.88
Pet Bricks #4058,26.88
Pet Bricks #248,26.880000000000003
Pet Bricks #1945,26.880000000000003
Pet Bricks #1969,26.880000000000003
Pet Bricks #2728,26.880000000000003
Pet Bricks #3496,26.9
Pet Bricks #853,26.900000000000002
Pet Bricks #3524,26.900000000000002
Pet Bricks #4306,26.900000000000002
Pet Bricks #4335,26.919999999999995
Pet Bricks #1158,26.919999999999998
Pet Bricks #1652,26.919999999999998
Pet Bricks #3765,26.919999999999998
Pet Bricks #4351,26.919999999999998
Pet Bricks #4449,26.919999999999998
Pet Bricks #449,26.92
Pet Bricks #2263,26.92
Pet Bricks #2581,26.92
Pet Bricks #2649,26.92
Pet Bricks #3567,26.92
Pet Bricks #3674,26.92
Pet Bricks #3454,26.939999999999998
Pet Bricks #2058,26.94
Pet Bricks #3294,26.94
Pet Bricks #1229,26.959999999999997
Pet Bricks #1580,26.959999999999997
Pet Bricks #576,26.96
Pet Bricks #1559,26.96
Pet Bricks #1943,26.96
Pet Bricks #2255,26.96
Pet Bricks #4809,26.96
Pet Bricks #358,26.979999999999997
Pet Bricks #3186,26.979999999999997
Pet Bricks #3507,26.98
Pet Bricks #595,26.980000000000004
Pet Bricks #4452,26.980000000000004
Pet Bricks #1,27
Pet Bricks #265,27
Pet Bricks #1363,27
Pet Bricks #1367,27
Pet Bricks #2900,27
Pet Bricks #912,27.02
Pet Bricks #1115,27.02
Pet Bricks #3090,27.02
Pet Bricks #3165,27.02
Pet Bricks #368,27.04
Pet Bricks #1104,27.040000000000003
Pet Bricks #2718,27.040000000000003
Pet Bricks #847,27.059999999999995
Pet Bricks #1193,27.06
Pet Bricks #1493,27.06
Pet Bricks #3630,27.06
Pet Bricks #2558,27.060000000000002
Pet Bricks #2614,27.060000000000002
Pet Bricks #3839,27.060000000000002
Pet Bricks #4132,27.060000000000002
Pet Bricks #4366,27.060000000000002
Pet Bricks #1351,27.08
Pet Bricks #1775,27.08
Pet Bricks #3426,27.08
Pet Bricks #4233,27.08
Pet Bricks #3458,27.080000000000002
Pet Bricks #4047,27.080000000000002
Pet Bricks #4762,27.080000000000002
Pet Bricks #3028,27.099999999999998
Pet Bricks #553,27.1
Pet Bricks #2150,27.1
Pet Bricks #4164,27.1
Pet Bricks #2538,27.119999999999997
Pet Bricks #4527,27.119999999999997
Pet Bricks #186,27.12
Pet Bricks #480,27.12
Pet Bricks #668,27.12
Pet Bricks #1194,27.12
Pet Bricks #2635,27.12
Pet Bricks #2644,27.12
Pet Bricks #2741,27.12
Pet Bricks #4540,27.12
Pet Bricks #4893,27.139999999999997
Pet Bricks #627,27.14
Pet Bricks #2739,27.14
Pet Bricks #3895,27.14
Pet Bricks #4596,27.14
Pet Bricks #4744,27.14
Pet Bricks #2122,27.140000000000004
Pet Bricks #1441,27.16
Pet Bricks #1848,27.16
Pet Bricks #2554,27.16
Pet Bricks #2570,27.16
Pet Bricks #3921,27.16
Pet Bricks #4389,27.16
Pet Bricks #2488,27.160000000000004
Pet Bricks #2901,27.179999999999996
Pet Bricks #2957,27.179999999999996
Pet Bricks #1239,27.18
Pet Bricks #1317,27.18
Pet Bricks #1772,27.18
Pet Bricks #3002,27.18
Pet Bricks #3370,27.18
Pet Bricks #2054,27.180000000000003
Pet Bricks #4943,27.199999999999996
Pet Bricks #30,27.2
Pet Bricks #1753,27.2
Pet Bricks #3788,27.2
Pet Bricks #4509,27.2
Pet Bricks #2874,27.200000000000003
Pet Bricks #3838,27.200000000000003
Pet Bricks #4708,27.200000000000003
Pet Bricks #590,27.22
Pet Bricks #920,27.22
Pet Bricks #2130,27.22
Pet Bricks #3887,27.22
Pet Bricks #1407,27.220000000000002
Pet Bricks #2564,27.220000000000002
Pet Bricks #288,27.24
Pet Bricks #1077,27.24
Pet Bricks #2080,27.24
Pet Bricks #909,27.240000000000002
Pet Bricks #3287,27.240000000000002
Pet Bricks #2975,27.259999999999998
Pet Bricks #1608,27.26
Pet Bricks #2421,27.260000000000005
Pet Bricks #4420,27.260000000000005
Pet Bricks #4300,27.279999999999998
Pet Bricks #778,27.28
Pet Bricks #1214,27.28
Pet Bricks #2817,27.28
Pet Bricks #3777,27.28
Pet Bricks #4698,27.28
Pet Bricks #3598,27.280000000000005
Pet Bricks #194,27.299999999999997
Pet Bricks #3571,27.299999999999997
Pet Bricks #3928,27.299999999999997
Pet Bricks #4421,27.299999999999997
Pet Bricks #3117,27.3
Pet Bricks #4344,27.3
Pet Bricks #1792,27.300000000000004
Pet Bricks #907,27.319999999999997
Pet Bricks #2230,27.319999999999997
Pet Bricks #403,27.32
Pet Bricks #575,27.32
Pet Bricks #677,27.32
Pet Bricks #1074,27.32
Pet Bricks #2239,27.32
Pet Bricks #2708,27.32
Pet Bricks #2898,27.32
Pet Bricks #3985,27.32
Pet Bricks #4784,27.32
Pet Bricks #2366,27.320000000000004
Pet Bricks #1176,27.34
Pet Bricks #3178,27.34
Pet Bricks #1573,27.340000000000003
Pet Bricks #3004,27.340000000000003
Pet Bricks #477,27.359999999999996
Pet Bricks #3520,27.36
Pet Bricks #1965,27.38
Pet Bricks #529,27.380000000000003
Pet Bricks #1093,27.380000000000003
Pet Bricks #1944,27.380000000000003
Pet Bricks #1053,27.4
Pet Bricks #1464,27.4
Pet Bricks #2878,27.4
Pet Bricks #3270,27.400000000000002
Pet Bricks #1186,27.419999999999998
Pet Bricks #2485,27.419999999999998
Pet Bricks #2908,27.419999999999998
Pet Bricks #4728,27.419999999999998
Pet Bricks #541,27.42
Pet Bricks #1163,27.42
Pet Bricks #1209,27.42
Pet Bricks #2746,27.42
Pet Bricks #709,27.439999999999998
Pet Bricks #2771,27.439999999999998
Pet Bricks #2014,27.44
Pet Bricks #2675,27.44
Pet Bricks #1090,27.459999999999997
Pet Bricks #4245,27.459999999999997
Pet Bricks #1234,27.46
Pet Bricks #1717,27.46
Pet Bricks #1764,27.46
Pet Bricks #2585,27.46
Pet Bricks #3023,27.46
Pet Bricks #4051,27.46
Pet Bricks #900,27.460000000000004
Pet Bricks #1697,27.479999999999997
Pet Bricks #1460,27.48
Pet Bricks #2416,27.48
Pet Bricks #3735,27.48
Pet Bricks #4674,27.48
Pet Bricks #956,27.499999999999996
Pet Bricks #2007,27.5
Pet Bricks #4044,27.500000000000004
Pet Bricks #1671,27.52
Pet Bricks #1706,27.52
Pet Bricks #3969,27.52
Pet Bricks #42,27.520000000000003
Pet Bricks #4608,27.539999999999996
Pet Bricks #754,27.54
Pet Bricks #1899,27.54
Pet Bricks #2606,27.54
Pet Bricks #2938,27.54
Pet Bricks #3881,27.54
Pet Bricks #292,27.540000000000003
Pet Bricks #926,27.540000000000003
Pet Bricks #4229,27.56
Pet Bricks #1360,27.560000000000002
Pet Bricks #2370,27.560000000000002
Pet Bricks #2458,27.560000000000002
Pet Bricks #2959,27.560000000000002
Pet Bricks #3699,27.560000000000002
Pet Bricks #3889,27.560000000000002
Pet Bricks #3993,27.560000000000002
Pet Bricks #1320,27.58
Pet Bricks #1531,27.58
Pet Bricks #4660,27.58
Pet Bricks #373,27.580000000000002
Pet Bricks #453,27.580000000000002
Pet Bricks #3538,27.580000000000002
Pet Bricks #3746,27.580000000000002
Pet Bricks #513,27.599999999999994
Pet Bricks #2395,27.599999999999998
Pet Bricks #2655,27.599999999999998
Pet Bricks #415,27.6
Pet Bricks #523,27.6
Pet Bricks #993,27.6
Pet Bricks #3144,27.6
Pet Bricks #141,27.619999999999997
Pet Bricks #2042,27.619999999999997
Pet Bricks #2486,27.619999999999997
Pet Bricks #2528,27.619999999999997
Pet Bricks #3034,27.619999999999997
Pet Bricks #3586,27.619999999999997
Pet Bricks #4770,27.619999999999997
Pet Bricks #4969,27.619999999999997
Pet Bricks #525,27.62
Pet Bricks #937,27.62
Pet Bricks #1289,27.62
Pet Bricks #3434,27.62
Pet Bricks #1715,27.620000000000005
Pet Bricks #4256,27.620000000000005
Pet Bricks #4322,27.639999999999997
Pet Bricks #126,27.64
Pet Bricks #1399,27.640000000000004
Pet Bricks #1448,27.640000000000004
Pet Bricks #700,27.659999999999997
Pet Bricks #1138,27.66
Pet Bricks #3070,27.66
Pet Bricks #3513,27.66
Pet Bricks #4000,27.66
Pet Bricks #4462,27.660000000000004
Pet Bricks #1641,27.679999999999996
Pet Bricks #662,27.68
Pet Bricks #1144,27.68
Pet Bricks #1818,27.68
Pet Bricks #2969,27.68
Pet Bricks #3211,27.68
Pet Bricks #4899,27.68
Pet Bricks #896,27.680000000000003
Pet Bricks #2877,27.680000000000003
Pet Bricks #3361,27.680000000000003
Pet Bricks #902,27.699999999999996
Pet Bricks #269,27.7
Pet Bricks #1257,27.7
Pet Bricks #1698,27.7
